Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
The Role of Nonmuscle Myosin II-B in Brain Development,https://reporter.nih.gov/project-details/1Z01HL004228-11,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Conditional Ablation of Myosin II-B,https://reporter.nih.gov/project-details/1Z01HL004235-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
NULL MUTATION OF A NEURON-SPECIFIC EXON OF NONMUSCLE MYO,https://reporter.nih.gov/project-details/1Z01HL004228-07,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
The Role of Nonmuscle Myosin II in Cytokinesis,https://reporter.nih.gov/project-details/1ZIAHL004228-17,Not specified,Research Grant,Awarded,"$449,081.00",NIH RePORTER,2023
The Functions and Properties of Nonmuscle Myosin Heavy Chains,https://reporter.nih.gov/project-details/1ZIAHL004216-23,Not specified,Research Grant,Awarded,"$446,623.00",NIH RePORTER,2023
Transgenic Core,https://reporter.nih.gov/project-details/1Z01HL005907-01,Not specified,Research Grant,Awarded,"$866,868.00",NIH RePORTER,2023
NULL MUTATIONS OF VERTEBRATE NONMUSCLE MYOSIN HEAVY CHAI,https://reporter.nih.gov/project-details/1Z01HL004223-09,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
The Role of Nonmuscle Myosins in Development and Disease,https://reporter.nih.gov/project-details/1ZIAHL004223-25,Not specified,Research Grant,Awarded,"$517,138.00",NIH RePORTER,2023
Studying Pentalogy of Cantrell in Humans and Mice,https://reporter.nih.gov/project-details/1ZIAHL004230-22,Not specified,Research Grant,Awarded,"$295,925.00",NIH RePORTER,2023
The Role of Nonmuscle Myosin 2B In Vivo,https://reporter.nih.gov/project-details/1ZIAHL004228-23,Not specified,Research Grant,Awarded,"$517,138.00",NIH RePORTER,2023
The Role of Nonmuscle Myosin II-B in Mouse Heart and Brain Development,https://reporter.nih.gov/project-details/1Z01HL004228-13,Not specified,Research Grant,Awarded,"$449,459.00",NIH RePORTER,2023
Nonmuscle Myosin II-C and its Isoform,https://reporter.nih.gov/project-details/1Z01HL004230-07,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Pathology Core,https://reporter.nih.gov/project-details/1ZICHL005904-07,Not specified,Research Grant,Awarded,"$894,631.00",NIH RePORTER,2023
The role of Myosin II  in Mechanotransduction,https://reporter.nih.gov/project-details/1ZIAHL006209-01,Not specified,Research Grant,Awarded,"$131,791.00",NIH RePORTER,2023
The Role of Myosin 2  in Contact Guidance,https://reporter.nih.gov/project-details/1ZIAHL006209-03,Not specified,Research Grant,Awarded,"$552,930.00",NIH RePORTER,2023
LPA1-Induced Migration Requires Nonmuscle Myosin II Light Chain Phosphorylation ,https://reporter.nih.gov/project-details/1ZIAHL004230-14,Not specified,Research Grant,Awarded,"$382,410.00",NIH RePORTER,2023
The Role Nonmuscle Myosin II Isoforms in Focal Adhesions,https://reporter.nih.gov/project-details/1ZIAHL004235-10,Not specified,Research Grant,Awarded,"$283,494.00",NIH RePORTER,2023
Nonmuscle Myosin II and Upstream and Downstream Signaling,https://reporter.nih.gov/project-details/1ZIAHL004230-15,Not specified,Research Grant,Awarded,"$449,081.00",NIH RePORTER,2023
The Functions and Properties of Nonmuscle Myosin Heavy Chains ,https://reporter.nih.gov/project-details/1ZIAHL004216-22,Not specified,Research Grant,Awarded,"$425,242.00",NIH RePORTER,2023
The Role of Nonmuscle Myosins in Cardiac Development,https://reporter.nih.gov/project-details/1Z01HL004223-13,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Nonmuscle Myosin II-C,https://reporter.nih.gov/project-details/1Z01HL004230-06,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
EXPRESSION OF NONMUSCLE MYOSIN ISOFORMS IN EUKARYOTIC CE,https://reporter.nih.gov/project-details/1Z01HL004218-11,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Conditional ablation of  myosin  II-B,https://reporter.nih.gov/project-details/1Z01HL004235-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Role of Nonmuscle Myosin II-B in Brain Development,https://reporter.nih.gov/project-details/1Z01HL004228-10,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Role of nonmuscle myosins in cardiac development,https://reporter.nih.gov/project-details/1Z01HL004223-12,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Function of Nonmuscle Myosin II Heavy Chains,https://reporter.nih.gov/project-details/1Z01HL004216-14,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Functions of Nonmuscle Myosin II Isoforms in LPA1-Induced Migration and Invasion,https://reporter.nih.gov/project-details/1ZIAHL004230-13,Not specified,Research Grant,Awarded,"$375,819.00",NIH RePORTER,2023
Nonmuscle Myosin II-C and its Isoforms,https://reporter.nih.gov/project-details/1Z01HL004230-11,Not specified,Research Grant,Awarded,"$449,459.00",NIH RePORTER,2023
Generation of nonmuscle myosin II-C contructs,https://reporter.nih.gov/project-details/1ZIAHL004235-09,Not specified,Research Grant,Awarded,"$299,387.00",NIH RePORTER,2023
BASIC CHEMISTRY AND COLLOIDS OF ASTATINE-211,https://reporter.nih.gov/project-details/5P01CA012662-14,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
THERAPEUTIC/TOXIC EFFECTS OF ELECTRON EMITTING NUCLIDES,https://reporter.nih.gov/project-details/5R01CA015523-27,Not specified,Research Grant,Awarded,"$520,443.00",NIH RePORTER,2023
THERAPEUTIC/TOXIC EFFECTS OF ELECTRON-EMITTING NUCLIDES,https://reporter.nih.gov/project-details/2R01CA015523-13,Not specified,Research Grant,Awarded,"$364,597.00",NIH RePORTER,2023
GAMMA DETECTOR/MICROVAX COMPUTER/LIQUID SCINTILLATION,https://reporter.nih.gov/project-details/1S15HD023586-01,Not specified,Research Grant,Awarded,"$84,141.00",NIH RePORTER,2023
MACROMOLECULAR RADIATION EFFECTS,https://reporter.nih.gov/project-details/5R01AM004219-25,Not specified,Research Grant,Awarded,"$203,817.00",NIH RePORTER,2023
THERAPEUTIC/TOXIC ACTION OF ELECTRON-EMITTING NUCLIDES,https://reporter.nih.gov/project-details/5R01CA015523-12,Not specified,Research Grant,Awarded,"$206,069.00",NIH RePORTER,2023
Human endothelial cell heterogeneity and activation in atherosclerosis,https://reporter.nih.gov/project-details/1F30HL162469-01A1,Not specified,Research Grant,Awarded,"$41,503.00",NIH RePORTER,2023
Controlled Environment Core,https://reporter.nih.gov/project-details/5P30GM110907-04,Not specified,Research Grant,Awarded,"$52,542.00",NIH RePORTER,2023
Anti-pathogen responses in Biomphalaria glabrata,https://reporter.nih.gov/project-details/5R01AI052363-03,Not specified,Research Grant,Awarded,"$262,500.00",NIH RePORTER,2023
SCHISTOSOMIASIS IN SNAILS: UNDERSTANDING THE IMMUNOLOGICAL BASIS OF LONG-TERM,https://reporter.nih.gov/project-details/5P20RR018754-08,Not specified,Research Grant,Awarded,"$296,996.00",NIH RePORTER,2023
"A Multimedia project to promote child well-being, early childhood development res",https://reporter.nih.gov/project-details/5E11CE002079-02,Not specified,Research Grant,Awarded,"$300,000.00",NIH RePORTER,2023
8 DECEMBER WORKSHOP,https://reporter.nih.gov/project-details/5P41RR011823-03,Not specified,Research Grant,Awarded,"$44,296.00",NIH RePORTER,2023
STUDIES AND DESIGN OF SPECIFIC INHIBITOR FOR S. MANSONI,https://reporter.nih.gov/project-details/3F05TW003864-01S1,Not specified,Research Grant,Awarded,"$9,000.00",NIH RePORTER,2023
Project 1: Pilot Grant and Training Core,https://reporter.nih.gov/project-details/5P30DA040500-08,Not specified,Research Grant,Awarded,"$105,032.00",NIH RePORTER,2023
"Health Economics of Substance Use Disorder, HCV, and HIV Treatment in the Era of Integrated Health Care (Pilot Training Core)",https://reporter.nih.gov/project-details/5P30DA040500-05,Not specified,Research Grant,Awarded,"$66,368.00",NIH RePORTER,2023
MOLECULAR REGULATION OF GENE EXPRESSION,https://reporter.nih.gov/project-details/1Z01HD000412-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Strategies to Innovate EmeRgENcy Care Clinical Trials Network (SIREN),https://reporter.nih.gov/project-details/1U24NS100688-01,Not specified,Research Grant,Awarded,"$255,092.00",NIH RePORTER,2023
Multi-arm Optimization of Stroke Thrombolysis (MOST) Stroke Trial,https://reporter.nih.gov/project-details/7U01NS100699-03,Not specified,Research Grant,Awarded,"$6,997,609.00",NIH RePORTER,2023
University of Cincinnati NETT Network Hub and Spoke System,https://reporter.nih.gov/project-details/5U10NS058982-09,Not specified,Research Grant,Awarded,"$300,162.00",NIH RePORTER,2023
METABOLIC EFFECTS OF ATYPICAL ANTIPSYCHOTICS,https://reporter.nih.gov/project-details/1R01DK068596-01A1,Not specified,Research Grant,Awarded,"$446,934.00",NIH RePORTER,2023
MECHANISMS OF THE GLUCOSE INTOLERANCE OF AGING,https://reporter.nih.gov/project-details/5R01AG015111-03,Not specified,Research Grant,Awarded,"$304,409.00",NIH RePORTER,2023
ETIOLOGY OF GLUCOSE INTOLERANCE OF AGING,https://reporter.nih.gov/project-details/5K01AG000544-03,Not specified,Research Grant,Awarded,"$73,629.00",NIH RePORTER,2023
ETIOLOGY OF THE  GLUCOSE INTOLERANCE OF AGING,https://reporter.nih.gov/project-details/5K01AG000544-02,Not specified,Research Grant,Awarded,"$89,055.00",NIH RePORTER,2023
Quantitation of Factors Regulating Glucose Tolerance,https://reporter.nih.gov/project-details/5R01DK029867-37,Not specified,Research Grant,Awarded,"$561,119.00",NIH RePORTER,2023
The paradox of 'closed mitosis': using fission yeast to decipher a molecular model of ESCRT activity at the nuclear envelope,https://reporter.nih.gov/project-details/5F32GM139285-02,Not specified,Research Grant,Awarded,"$66,390.00",NIH RePORTER,2023
ROLE OF CONDITIONING IN THE PHARMACOTHERAPY OF PSORIASIS,https://reporter.nih.gov/project-details/5R01AR046825-02,Not specified,Research Grant,Awarded,"$374,856.00",NIH RePORTER,2023
BEHAVIORALLY CONDITIONED IMMUNOSUPPRESSION,https://reporter.nih.gov/project-details/5R01NS015071-09,Not specified,Research Grant,Awarded,"$179,417.00",NIH RePORTER,2023
PSYCHONEUROIMMUNOLOGY,https://reporter.nih.gov/project-details/2K05MH006318-26,Not specified,Research Grant,Awarded,"$98,245.00",NIH RePORTER,2023
BEHAVIORALLY CONDITOINED IMMUNE RESPONSES,https://reporter.nih.gov/project-details/2R01MH042051-13,Not specified,Research Grant,Awarded,"$314,981.00",NIH RePORTER,2023
POSTDOCTORAL RESEARCH TRAINING IN PSYCHONEUROIMMUNOLOGY,https://reporter.nih.gov/project-details/5T32MH018822-04,Not specified,Research Grant,Awarded,"$74,653.00",NIH RePORTER,2023
BEHAVIORALLY CONDITIONED IMMUNE RESPONSES,https://reporter.nih.gov/project-details/5R01MH042051-18,Not specified,Research Grant,Awarded,"$318,883.00",NIH RePORTER,2023
"BEHAVIORAL CONDITIONING, PHARMACOTHERAPY & DISEASE",https://reporter.nih.gov/project-details/5R01NS022228-03,Not specified,Research Grant,Awarded,"$114,222.00",NIH RePORTER,2023
PRE- AND POSTDOCTORAL TRAINING IN PSYCHONEUROIMMUNOLOGY,https://reporter.nih.gov/project-details/5T32MH018822-08,Not specified,Research Grant,Awarded,"$175,226.00",NIH RePORTER,2023
PSYCHONEUROIMMUNOLOGY CONFERENCE,https://reporter.nih.gov/project-details/1R13MH047228-01A1,Not specified,Research Grant,Awarded,"$35,895.00",NIH RePORTER,2023
Systems Biology Program ,https://reporter.nih.gov/project-details/272200800058C-3-0-2,Not specified,Research Grant,Awarded,"$290,407.00",NIH RePORTER,2023
Systems Biology Program,https://reporter.nih.gov/project-details/272200800058C-3-0-1,Not specified,Research Grant,Awarded,"$2,613,663.00",NIH RePORTER,2023
LPS Regulation of Macrophage Function,https://reporter.nih.gov/project-details/4R01AI025032-29,Not specified,Research Grant,Awarded,"$753,781.00",NIH RePORTER,2023
Project 1: Mechanisms of Disease Progression,https://reporter.nih.gov/project-details/5U19AI135976-05,Not specified,Research Grant,Awarded,"$1,072,310.00",NIH RePORTER,2023
Systems Biology Core,https://reporter.nih.gov/project-details/1U19AI100627-01,Not specified,Research Grant,Awarded,"$822,747.00",NIH RePORTER,2023
Recognition of Bacterial Flagellin by Macrophages,https://reporter.nih.gov/project-details/2R01AI052286-06,Not specified,Research Grant,Awarded,"$450,000.00",NIH RePORTER,2023
LPS Signaling in Macrophages: The Roll of Toll,https://reporter.nih.gov/project-details/6R01AI032972-29,Not specified,Research Grant,Awarded,"$777,606.00",NIH RePORTER,2023
Bioinformafics Core,https://reporter.nih.gov/project-details/5U19AI100627-03,Not specified,Research Grant,Awarded,"$253,110.00",NIH RePORTER,2023
"Systems Biology: Integrating Biology, Technology",https://reporter.nih.gov/project-details/1R13GM077016-01,Not specified,Research Grant,Awarded,"$10,000.00",NIH RePORTER,2023
Transvriptional Control in Macrophage Response to Pathogens,https://reporter.nih.gov/project-details/5U54AI057141-10,Not specified,Research Grant,Awarded,"$921,473.00",NIH RePORTER,2023
LPS-INDUCED MACROPHAGE-SPECIFIC KINASE C SUBSTRATE,https://reporter.nih.gov/project-details/1R01AI032972-01,Not specified,Research Grant,Awarded,"$206,815.00",NIH RePORTER,2023
LPS-INDUCED MACROPHAGE ENRICHED KINASE C SUSTRATE,https://reporter.nih.gov/project-details/5R01AI032972-09,Not specified,Research Grant,Awarded,"$338,561.00",NIH RePORTER,2023
AN LPS-INDUCED MACROPHAGE-SPECIFIC KINASE C SUBSTRATE,https://reporter.nih.gov/project-details/5R01AI032972-02,Not specified,Research Grant,Awarded,"$268,785.00",NIH RePORTER,2023
Host Determinants of TB Disease Progression,https://reporter.nih.gov/project-details/5U19AI106761-05,Not specified,Research Grant,Awarded,"$1,074,740.00",NIH RePORTER,2023
Data Management and Bioinformatics Core,https://reporter.nih.gov/project-details/5U19AI100627-07,Not specified,Research Grant,Awarded,"$624,559.00",NIH RePORTER,2023
Systems Analysis of Cross-regulation Between Immune Receptors,https://reporter.nih.gov/project-details/5U19AI100627-09,Not specified,Research Grant,Awarded,"$513,008.00",NIH RePORTER,2023
LPS Signaling in Macrophages: The Role of Toll,https://reporter.nih.gov/project-details/5R01AI032972-19,Not specified,Research Grant,Awarded,"$633,450.00",NIH RePORTER,2023
Adminstrative Core,https://reporter.nih.gov/project-details/5U19AI135976-03,Not specified,Research Grant,Awarded,"$258,881.00",NIH RePORTER,2023
LPS Signaling in Macrophages: The Role of the Toll,https://reporter.nih.gov/project-details/5R01AI032972-22,Not specified,Research Grant,Awarded,"$838,218.00",NIH RePORTER,2023
Bioinformatics Core,https://reporter.nih.gov/project-details/4U19AI100627-05,Not specified,Research Grant,Awarded,"$312,846.00",NIH RePORTER,2023
Systems Biology analyses of innate immune responses,https://reporter.nih.gov/project-details/5U19AI100627-02,Not specified,Research Grant,Awarded,"$625,651.00",NIH RePORTER,2023
Omics for TB Disease Progression (OTB),https://reporter.nih.gov/project-details/4U19AI106761-04,Not specified,Research Grant,Awarded,"$3,989,779.00",NIH RePORTER,2023
LPS SIGNALING IN MACROPHAGES:  THE ROLE OF TOLL,https://reporter.nih.gov/project-details/2R01AI032972-10,Not specified,Research Grant,Awarded,"$54,302.00",NIH RePORTER,2023
INTRACELLULAR SIGNALLING IN AIDS AND TUBERCULOSIS,https://reporter.nih.gov/project-details/5P01AI024775-07,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Omics for TB:  Response to Infection and Treatment,https://reporter.nih.gov/project-details/5U19AI135976-04,Not specified,Research Grant,Awarded,"$3,351,478.00",NIH RePORTER,2023
MOLECULAR SIGNATURES OF IMMUNE RESPONSE TO VACCINATION,https://reporter.nih.gov/project-details/3U19AI057266-05S1,Not specified,Research Grant,Awarded,"$805,661.00",NIH RePORTER,2023
Transcriptional control in the macrophage response to pathogens,https://reporter.nih.gov/project-details/3U54AI057141-05S1,Not specified,Research Grant,Awarded,"$828,448.00",NIH RePORTER,2023
"Improving Health Care through HIT in Morgan County,IN",https://reporter.nih.gov/project-details/5UC1HS015258-02,Not specified,Research Grant,Awarded,"$498,062.00",NIH RePORTER,2023
RECOMBINANT INTERLEUKIN-2 IN MICE LYMPHOCYTE SUBSET BY IMMUNOCHEMISTRY,https://reporter.nih.gov/project-details/2S07RR005365-26,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
BIOGENESIS OF CHICK LIVER AMINOLEVULINATE SYNTHETASE,https://reporter.nih.gov/project-details/5R01GM031672-04,Not specified,Research Grant,Awarded,"$89,126.00",NIH RePORTER,2023
EFFECT OF ISCHEMIA IN EXERCISE ENHANCED BLOOD FLOW IN CORONARY PATIENTS,https://reporter.nih.gov/project-details/2M01RR000109-28,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
METAPROLOL VS PROPRANOLOL ON EXERCISE CONDITIONING IN HYPERTENSIVES,https://reporter.nih.gov/project-details/5M01RR000109-24,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
IMPROVING DISABILITY IN OLDER CORONARY PATIENTS,https://reporter.nih.gov/project-details/5M01RR000109-34,Not specified,Research Grant,Awarded,"$26,231.00",NIH RePORTER,2023
RESISTANCE TRAINING IN OLDER WOMEN W/ CARDIAC DISABILITY,https://reporter.nih.gov/project-details/5M01RR000109-35,Not specified,Research Grant,Awarded,"$32,903.00",NIH RePORTER,2023
DETERMINANTS OF DISABILITY IN OLDER CORONARY PATIENTS,https://reporter.nih.gov/project-details/5M01RR000109-35,Not specified,Research Grant,Awarded,"$32,903.00",NIH RePORTER,2023
